Origin,Destination,ETA(Days),RouteID,VoyageID,Distance,ATA(Days),start_date,end_date,Delay
Ningbo,Busan,8,2,10,506.2098107,10,08-06-2015 00:00,18-06-2015 00:00,6
Busan,Yokohama,2,2,10,644.2606097,6,24-06-2015 00:00,30-06-2015 00:00,6
Yokohama,Seattle,15,2,10,4247.728669,18,06-07-2015 00:00,24-07-2015 00:00,6
Shanghai,Ningbo,5,1,11,161.5943334,9,25-10-2017 00:00,03-11-2017 00:00,6
Ningbo,Wenzhou,1,1,11,234.4704,6,09-11-2017 00:00,15-11-2017 00:00,6
Wenzhou,Busan,2,1,11,624.1703,5,21-11-2017 00:00,26-11-2017 00:00,6
Busan,Long Beach,20,1,11,5254.9634,24,02-12-2017 00:00,26-12-2017 00:00,6
Shanghai,Ningbo,5,2,11,161.5943334,9,11-06-2019 00:00,20-06-2019 00:00,6
Ningbo,Busan,8,2,11,506.2098107,13,26-06-2019 00:00,09-07-2019 00:00,6
Busan,Long Beach,20,2,11,5254.9634,23,15-07-2019 00:00,07-08-2019 00:00,6
Shanghai,Ningbo,5,1,12,161.5943334,6,22-01-2015 00:00,28-01-2015 00:00,6
Ningbo,Wenzhou,1,1,12,234.4704,5,03-02-2015 00:00,08-02-2015 00:00,6
Wenzhou,Busan,2,1,12,624.1703,6,14-02-2015 00:00,20-02-2015 00:00,6
Busan,Los Angeles,20,1,12,5254.901206,21,26-02-2015 00:00,19-03-2015 00:00,6
Shanghai,Ningbo,5,2,12,161.5943334,9,11-06-2017 00:00,20-06-2017 00:00,6
Ningbo,Busan,8,2,12,506.2098107,10,26-06-2017 00:00,06-07-2017 00:00,6
Busan,Los Angeles,20,2,12,5254.901206,22,12-07-2017 00:00,03-08-2017 00:00,6
Shanghai,Ningbo,5,1,13,161.5943334,9,01-08-2018 00:00,10-08-2018 00:00,6
Ningbo,Wenzhou,1,1,13,234.4704,5,16-08-2018 00:00,21-08-2018 00:00,6
Wenzhou,Busan,2,1,13,624.1703,6,27-08-2018 00:00,02-09-2018 00:00,6
Busan,Wilmington,36,1,13,10098.33221,40,08-09-2018 00:00,18-10-2018 00:00,6
Wilmington,Savannah,3,1,13,628.8036587,7,24-10-2018 00:00,31-10-2018 00:00,6
Shanghai,Ningbo,5,2,13,161.5943334,7,08-01-2018 00:00,15-01-2018 00:00,6
Ningbo,Busan,8,2,13,506.2098107,9,21-01-2018 00:00,30-01-2018 00:00,6
Busan,Wilmington,36,2,13,10098.33221,41,05-02-2018 00:00,18-03-2018 00:00,6
Wilmington,Savannah,3,2,13,628.8036587,8,24-03-2018 00:00,01-04-2018 00:00,6
Shanghai,Ningbo,5,1,14,161.5943334,6,12-06-2017 00:00,18-06-2017 00:00,6
Ningbo,Wenzhou,1,1,14,234.4704,5,24-06-2017 00:00,29-06-2017 00:00,6
Wenzhou,Busan,2,1,14,624.1703,6,05-07-2017 00:00,11-07-2017 00:00,6
Busan,Wilmington,36,1,14,10098.33221,40,17-07-2017 00:00,26-08-2017 00:00,6
Wilmington,Savannah,3,1,14,628.8036587,8,01-09-2017 00:00,09-09-2017 00:00,6
Savannah,New York,5,1,14,688.4059453,10,15-09-2017 00:00,25-09-2017 00:00,6
Shanghai,Ningbo,5,2,14,161.5943334,6,18-01-2017 00:00,24-01-2017 00:00,6
Ningbo,Busan,8,2,14,506.2098107,12,30-01-2017 00:00,11-02-2017 00:00,6
Busan,Wilmington,36,2,14,10098.33221,39,17-02-2017 00:00,28-03-2017 00:00,6
Wilmington,Savannah,3,2,14,628.8036587,5,03-04-2017 00:00,08-04-2017 00:00,6
Savannah,New York,5,2,14,688.4059453,8,14-04-2017 00:00,22-04-2017 00:00,6
Shanghai,Ningbo,5,1,15,161.5943334,8,11-10-2019 00:00,19-10-2019 00:00,6
Ningbo,Wenzhou,1,1,15,234.4704,5,25-10-2019 00:00,30-10-2019 00:00,6
Wenzhou,Busan,2,1,15,624.1703,5,05-11-2019 00:00,10-11-2019 00:00,6
Busan,Yokohama,2,1,15,644.2606097,5,16-11-2019 00:00,21-11-2019 00:00,6
Yokohama,Seattle,15,1,15,4247.728669,19,27-11-2019 00:00,16-12-2019 00:00,6
Shanghai,Ningbo,5,2,15,161.5943334,7,08-07-2018 00:00,15-07-2018 00:00,6
Ningbo,Busan,8,2,15,506.2098107,13,21-07-2018 00:00,03-08-2018 00:00,6
Busan,Yokohama,2,2,15,644.2606097,5,09-08-2018 00:00,14-08-2018 00:00,6
Yokohama,Seattle,15,2,15,4247.728669,20,20-08-2018 00:00,09-09-2018 00:00,6
Guangzhou,Shenzhen,1,1,16,46.8502718,6,07-07-2019 00:00,13-07-2019 00:00,0
Shenzhen,Ningbo,2,1,16,746.6292581,3,13-07-2019 00:00,16-07-2019 00:00,6
Ningbo,Shanghai,1,1,16,134.246,2,22-07-2019 00:00,24-07-2019 00:00,6
Shanghai,Busan,2,1,16,481.9350185,7,30-07-2019 00:00,06-08-2019 00:00,6
Busan,Long Beach,20,1,16,5254.9634,23,12-08-2019 00:00,04-09-2019 00:00,6
Guangzhou,Shenzhen,1,2,16,46.8502718,2,03-12-2017 00:00,05-12-2017 00:00,0
Shenzhen,Shanghai,3,2,16,872.8668682,6,05-12-2017 00:00,11-12-2017 00:00,6
Shanghai,Busan,2,2,16,481.9350185,7,17-12-2017 00:00,24-12-2017 00:00,6
Busan,Long Beach,20,2,16,5254.9634,22,30-12-2017 00:00,21-01-2018 00:00,6
Guangzhou,Shenzhen,1,1,17,46.8502718,2,03-01-2015 00:00,05-01-2015 00:00,0
Shenzhen,Ningbo,2,1,17,746.6292581,5,05-01-2015 00:00,10-01-2015 00:00,6
Ningbo,Shanghai,1,1,17,134.246,5,16-01-2015 00:00,21-01-2015 00:00,6
Shanghai,Busan,2,1,17,481.9350185,5,27-01-2015 00:00,01-02-2015 00:00,6
Busan,Los Angeles,20,1,17,5254.901206,23,07-02-2015 00:00,02-03-2015 00:00,6
Guangzhou,Shenzhen,1,2,17,46.8502718,2,29-08-2016 00:00,31-08-2016 00:00,0
Shenzhen,Shanghai,3,2,17,872.8668682,8,31-08-2016 00:00,08-09-2016 00:00,6
Shanghai,Busan,2,2,17,481.9350185,3,14-09-2016 00:00,17-09-2016 00:00,6
Busan,Los Angeles,20,2,17,5254.901206,22,23-09-2016 00:00,15-10-2016 00:00,6
Guangzhou,Shenzhen,1,1,18,46.8502718,6,04-12-2015 00:00,10-12-2015 00:00,0
Shenzhen,Ningbo,2,1,18,746.6292581,4,10-12-2015 00:00,14-12-2015 00:00,6
Ningbo,Shanghai,1,1,18,134.246,4,20-12-2015 00:00,24-12-2015 00:00,6
Shanghai,Busan,2,1,18,481.9350185,7,30-12-2015 00:00,06-01-2016 00:00,6
Busan,Wilmington,36,1,18,10098.33221,40,12-01-2016 00:00,21-02-2016 00:00,6
Wilmington,Savannah,3,1,18,628.8036587,4,27-02-2016 00:00,02-03-2016 00:00,6
Guangzhou,Shenzhen,1,2,18,46.8502718,3,09-07-2015 00:00,12-07-2015 00:00,0
Shenzhen,Shanghai,3,2,18,872.8668682,8,12-07-2015 00:00,20-07-2015 00:00,6
Shanghai,Busan,2,2,18,481.9350185,3,26-07-2015 00:00,29-07-2015 00:00,6
Busan,Wilmington,36,2,18,10098.33221,37,04-08-2015 00:00,10-09-2015 00:00,6
Wilmington,Savannah,3,2,18,628.8036587,4,16-09-2015 00:00,20-09-2015 00:00,6
Guangzhou,Shenzhen,1,1,19,46.8502718,3,30-08-2017 00:00,02-09-2017 00:00,0
Shenzhen,Ningbo,2,1,19,746.6292581,4,02-09-2017 00:00,06-09-2017 00:00,6
Ningbo,Shanghai,1,1,19,134.246,2,12-09-2017 00:00,14-09-2017 00:00,6
Shanghai,Busan,2,1,19,481.9350185,5,20-09-2017 00:00,25-09-2017 00:00,6
Busan,Wilmington,36,1,19,10098.33221,37,01-10-2017 00:00,07-11-2017 00:00,6
Wilmington,Savannah,3,1,19,628.8036587,6,13-11-2017 00:00,19-11-2017 00:00,6
Savannah,New York,5,1,19,688.4059453,7,25-11-2017 00:00,02-12-2017 00:00,6
Guangzhou,Shenzhen,1,2,19,46.8502718,3,03-09-2015 00:00,06-09-2015 00:00,0
Shenzhen,Shanghai,3,2,19,872.8668682,6,06-09-2015 00:00,12-09-2015 00:00,6
Shanghai,Busan,2,2,19,481.9350185,5,18-09-2015 00:00,23-09-2015 00:00,6
Busan,Wilmington,36,2,19,10098.33221,40,29-09-2015 00:00,08-11-2015 00:00,6
Wilmington,Savannah,3,2,19,628.8036587,6,14-11-2015 00:00,20-11-2015 00:00,6
Savannah,New York,5,2,19,688.4059453,7,26-11-2015 00:00,03-12-2015 00:00,6
Guangzhou,Shenzhen,1,1,20,46.8502718,3,25-01-2019 00:00,28-01-2019 00:00,0
Shenzhen,Ningbo,2,1,20,746.6292581,7,28-01-2019 00:00,04-02-2019 00:00,6
Ningbo,Shanghai,1,1,20,134.246,5,10-02-2019 00:00,15-02-2019 00:00,6
Shanghai,Busan,2,1,20,481.9350185,5,21-02-2019 00:00,26-02-2019 00:00,6
Busan,Yokohama,2,1,20,644.2606097,7,04-03-2019 00:00,11-03-2019 00:00,6
Yokohama,Seattle,15,1,20,4247.728669,20,17-03-2019 00:00,06-04-2019 00:00,6
Guangzhou,Shenzhen,1,2,20,46.8502718,4,17-03-2018 00:00,21-03-2018 00:00,0
Shenzhen,Shanghai,3,2,20,872.8668682,7,21-03-2018 00:00,28-03-2018 00:00,6
Shanghai,Busan,2,2,20,481.9350185,5,03-04-2018 00:00,08-04-2018 00:00,6
Busan,Yokohama,2,2,20,644.2606097,3,14-04-2018 00:00,17-04-2018 00:00,6
Yokohama,Seattle,15,2,20,4247.728669,20,23-04-2018 00:00,13-05-2018 00:00,6
Shenzhen,Ningbo,2,1,21,746.6292581,5,22-11-2018 00:00,27-11-2018 00:00,6
Ningbo,Shanghai,1,1,21,134.246,3,03-12-2018 00:00,06-12-2018 00:00,6
Shanghai,Busan,2,1,21,481.9350185,4,12-12-2018 00:00,16-12-2018 00:00,6
Busan,Long Beach,20,1,21,5254.9634,22,22-12-2018 00:00,13-01-2019 00:00,6
Shenzhen,Shanghai,3,2,21,872.8668682,7,14-08-2017 00:00,21-08-2017 00:00,6
Shanghai,Busan,2,2,21,481.9350185,3,27-08-2017 00:00,30-08-2017 00:00,6
Busan,Long Beach,20,2,21,5254.9634,22,05-09-2017 00:00,27-09-2017 00:00,6
Shenzhen,Ningbo,2,1,22,746.6292581,6,19-09-2017 00:00,25-09-2017 00:00,6
Ningbo,Shanghai,1,1,22,134.246,6,01-10-2017 00:00,07-10-2017 00:00,6
Shanghai,Busan,2,1,22,481.9350185,5,13-10-2017 00:00,18-10-2017 00:00,6
Busan,Los Angeles,20,1,22,5254.901206,22,24-10-2017 00:00,15-11-2017 00:00,6
Shenzhen,Shanghai,3,2,22,872.8668682,7,18-02-2015 00:00,25-02-2015 00:00,6
Shanghai,Busan,2,2,22,481.9350185,6,03-03-2015 00:00,09-03-2015 00:00,6
Busan,Los Angeles,20,2,22,5254.901206,21,15-03-2015 00:00,05-04-2015 00:00,6
Shenzhen,Ningbo,2,1,23,746.6292581,3,11-04-2019 00:00,14-04-2019 00:00,6
Ningbo,Shanghai,1,1,23,134.246,6,20-04-2019 00:00,26-04-2019 00:00,6
Shanghai,Busan,2,1,23,481.9350185,3,02-05-2019 00:00,05-05-2019 00:00,6
Busan,Wilmington,36,1,23,10098.33221,39,11-05-2019 00:00,19-06-2019 00:00,6
Wilmington,Savannah,3,1,23,628.8036587,7,25-06-2019 00:00,02-07-2019 00:00,6
Shenzhen,Shanghai,3,2,23,872.8668682,8,25-03-2017 00:00,02-04-2017 00:00,6
Shanghai,Busan,2,2,23,481.9350185,7,08-04-2017 00:00,15-04-2017 00:00,6
Busan,Wilmington,36,2,23,10098.33221,39,21-04-2017 00:00,30-05-2017 00:00,6
Wilmington,Savannah,3,2,23,628.8036587,5,05-06-2017 00:00,10-06-2017 00:00,6
Shenzhen,Ningbo,2,1,24,746.6292581,5,19-10-2016 00:00,24-10-2016 00:00,6
Ningbo,Shanghai,1,1,24,134.246,5,30-10-2016 00:00,04-11-2016 00:00,6
Shanghai,Busan,2,1,24,481.9350185,7,10-11-2016 00:00,17-11-2016 00:00,6
Busan,Wilmington,36,1,24,10098.33221,37,23-11-2016 00:00,30-12-2016 00:00,6
Wilmington,Savannah,3,1,24,628.8036587,5,05-01-2017 00:00,10-01-2017 00:00,6
Savannah,New York,5,1,24,688.4059453,6,16-01-2017 00:00,22-01-2017 00:00,6
Shenzhen,Shanghai,3,2,24,872.8668682,8,01-09-2018 00:00,09-09-2018 00:00,6
Shanghai,Busan,2,2,24,481.9350185,7,15-09-2018 00:00,22-09-2018 00:00,6
Busan,Wilmington,36,2,24,10098.33221,41,28-09-2018 00:00,08-11-2018 00:00,6
Wilmington,Savannah,3,2,24,628.8036587,5,14-11-2018 00:00,19-11-2018 00:00,6
Savannah,New York,5,2,24,688.4059453,7,25-11-2018 00:00,02-12-2018 00:00,6
Shenzhen,Ningbo,2,1,25,746.6292581,4,01-02-2015 00:00,05-02-2015 00:00,6
Ningbo,Shanghai,1,1,25,134.246,3,11-02-2015 00:00,14-02-2015 00:00,6
Shanghai,Busan,2,1,25,481.9350185,6,20-02-2015 00:00,26-02-2015 00:00,6
Busan,Yokohama,2,1,25,644.2606097,5,04-03-2015 00:00,09-03-2015 00:00,6
Yokohama,Seattle,15,1,25,4247.728669,20,15-03-2015 00:00,04-04-2015 00:00,6
Shenzhen,Shanghai,3,2,25,872.8668682,5,28-10-2015 00:00,02-11-2015 00:00,6
Shanghai,Busan,2,2,25,481.9350185,7,08-11-2015 00:00,15-11-2015 00:00,6
Busan,Yokohama,2,2,25,644.2606097,4,21-11-2015 00:00,25-11-2015 00:00,6
Yokohama,Seattle,15,2,25,4247.728669,16,01-12-2015 00:00,17-12-2015 00:00,6
Seattle,Yokohama,15,1,26,4247.728669,19,14-10-2015 00:00,02-11-2015 00:00,5
Yokohama,Busan,2,1,26,644.2606097,4,07-11-2015 00:00,11-11-2015 00:00,6
Busan,Shanghai,2,1,26,481.9350185,5,17-11-2015 00:00,22-11-2015 00:00,6
Shanghai,Shenzhen,3,1,26,872.8668682,5,28-11-2015 00:00,03-12-2015 00:00,6
Seattle,Yokohama,15,2,26,4247.728669,20,25-08-2016 00:00,14-09-2016 00:00,5
Yokohama,Busan,2,2,26,644.2606097,6,19-09-2016 00:00,25-09-2016 00:00,6
Busan,Shanghai,2,2,26,481.9350185,3,01-10-2016 00:00,04-10-2016 00:00,6
Shanghai,Ningbo,1,2,26,134.246,6,10-10-2016 00:00,16-10-2016 00:00,6
Ningbo,Shenzhen,2,2,26,746.6292581,7,22-10-2016 00:00,29-10-2016 00:00,6
New York,Savannah,5,1,27,688.4059453,9,02-03-2018 00:00,11-03-2018 00:00,4
Savannah,Wilmington,3,1,27,628.8036587,4,15-03-2018 00:00,19-03-2018 00:00,6
Wilmington,Busan,36,1,27,10098.33221,37,25-03-2018 00:00,01-05-2018 00:00,6
Busan,Shanghai,2,1,27,481.9350185,3,07-05-2018 00:00,10-05-2018 00:00,6
Shanghai,Shenzhen,3,1,27,872.8668682,7,16-05-2018 00:00,23-05-2018 00:00,6
New York,Savannah,5,2,27,688.4059453,9,14-01-2017 00:00,23-01-2017 00:00,4
Savannah,Wilmington,3,2,27,628.8036587,8,27-01-2017 00:00,04-02-2017 00:00,6
Wilmington,Busan,36,2,27,10098.33221,41,10-02-2017 00:00,23-03-2017 00:00,6
Busan,Shanghai,2,2,27,481.9350185,6,29-03-2017 00:00,04-04-2017 00:00,6
Shanghai,Ningbo,1,2,27,134.246,3,10-04-2017 00:00,13-04-2017 00:00,6
Ningbo,Shenzhen,2,2,27,746.6292581,5,19-04-2017 00:00,24-04-2017 00:00,6
Savannah,Wilmington,3,1,28,628.8036587,6,22-12-2019 00:00,28-12-2019 00:00,6
Wilmington,Busan,36,1,28,10098.33221,39,03-01-2020 00:00,11-02-2020 00:00,6
Busan,Shanghai,2,1,28,481.9350185,5,17-02-2020 00:00,22-02-2020 00:00,6
Shanghai,Shenzhen,3,1,28,872.8668682,6,28-02-2020 00:00,05-03-2020 00:00,6
Savannah,Wilmington,3,2,28,628.8036587,4,14-04-2017 00:00,18-04-2017 00:00,6
Wilmington,Busan,36,2,28,10098.33221,39,24-04-2017 00:00,02-06-2017 00:00,6
Busan,Shanghai,2,2,28,481.9350185,3,08-06-2017 00:00,11-06-2017 00:00,6
Shanghai,Ningbo,1,2,28,134.246,5,17-06-2017 00:00,22-06-2017 00:00,6
Ningbo,Shenzhen,2,2,28,746.6292581,4,28-06-2017 00:00,02-07-2017 00:00,6
Los Angeles,Busan,20,1,29,5254.901206,24,11-03-2018 00:00,04-04-2018 00:00,3
Busan,Shanghai,2,1,29,481.9350185,6,07-04-2018 00:00,13-04-2018 00:00,6
Shanghai,Shenzhen,3,1,29,872.8668682,7,19-04-2018 00:00,26-04-2018 00:00,6
Los Angeles,Busan,20,2,29,5254.901206,24,04-01-2018 00:00,28-01-2018 00:00,3
Busan,Shanghai,2,2,29,481.9350185,5,31-01-2018 00:00,05-02-2018 00:00,6
Shanghai,Ningbo,1,2,29,134.246,6,11-02-2018 00:00,17-02-2018 00:00,6
Ningbo,Shenzhen,2,2,29,746.6292581,4,23-02-2018 00:00,27-02-2018 00:00,6
Long Beach,Busan,20,1,30,5254.9634,22,06-09-2019 00:00,28-09-2019 00:00,2
Busan,Shanghai,2,1,30,481.9350185,5,30-09-2019 00:00,05-10-2019 00:00,6
Shanghai,Shenzhen,3,1,30,872.8668682,5,11-10-2019 00:00,16-10-2019 00:00,6
Long Beach,Busan,20,2,30,5254.9634,21,12-07-2015 00:00,02-08-2015 00:00,2
Busan,Shanghai,2,2,30,481.9350185,7,04-08-2015 00:00,11-08-2015 00:00,6
Shanghai,Ningbo,1,2,30,134.246,6,17-08-2015 00:00,23-08-2015 00:00,6
Ningbo,Shenzhen,2,2,30,746.6292581,6,29-08-2015 00:00,04-09-2015 00:00,6
Seattle,Yokohama,15,1,31,4247.728669,18,20-02-2019 00:00,10-03-2019 00:00,5
Yokohama,Busan,2,1,31,644.2606097,6,15-03-2019 00:00,21-03-2019 00:00,6
Busan,Shanghai,2,1,31,481.9350185,5,27-03-2019 00:00,01-04-2019 00:00,6
Shanghai,Shenzhen,3,1,31,872.8668682,5,07-04-2019 00:00,12-04-2019 00:00,6
Shenzhen,Guangzhou,1,1,31,46.8502718,2,18-04-2019 00:00,20-04-2019 00:00,6
Seattle,Yokohama,15,2,31,4247.728669,16,24-12-2018 00:00,09-01-2019 00:00,5
Yokohama,Busan,2,2,31,644.2606097,7,14-01-2019 00:00,21-01-2019 00:00,6
Busan,Shanghai,2,2,31,481.9350185,5,27-01-2019 00:00,01-02-2019 00:00,6
Shanghai,Ningbo,1,2,31,134.246,4,07-02-2019 00:00,11-02-2019 00:00,6
Ningbo,Shenzhen,2,2,31,746.6292581,5,17-02-2019 00:00,22-02-2019 00:00,6
Shenzhen,Guangzhou,1,2,31,46.8502718,4,28-02-2019 00:00,04-03-2019 00:00,6
New York,Savannah,5,1,32,688.4059453,7,17-03-2016 00:00,24-03-2016 00:00,4
Savannah,Wilmington,3,1,32,628.8036587,6,28-03-2016 00:00,03-04-2016 00:00,6
Wilmington,Busan,36,1,32,10098.33221,39,09-04-2016 00:00,18-05-2016 00:00,6
Busan,Shanghai,2,1,32,481.9350185,5,24-05-2016 00:00,29-05-2016 00:00,6
Shanghai,Shenzhen,3,1,32,872.8668682,7,04-06-2016 00:00,11-06-2016 00:00,6
Shenzhen,Guangzhou,1,1,32,46.8502718,5,17-06-2016 00:00,22-06-2016 00:00,6
New York,Savannah,5,2,32,688.4059453,6,06-01-2017 00:00,12-01-2017 00:00,4
Savannah,Wilmington,3,2,32,628.8036587,6,16-01-2017 00:00,22-01-2017 00:00,6
Wilmington,Busan,36,2,32,10098.33221,39,28-01-2017 00:00,08-03-2017 00:00,6
Busan,Shanghai,2,2,32,481.9350185,7,14-03-2017 00:00,21-03-2017 00:00,6
Shanghai,Ningbo,1,2,32,134.246,2,27-03-2017 00:00,29-03-2017 00:00,6
Ningbo,Shenzhen,2,2,32,746.6292581,3,04-04-2017 00:00,07-04-2017 00:00,6
Shenzhen,Guangzhou,1,2,32,46.8502718,6,13-04-2017 00:00,19-04-2017 00:00,6
Savannah,Wilmington,3,1,33,628.8036587,5,25-02-2019 00:00,02-03-2019 00:00,6
Wilmington,Busan,36,1,33,10098.33221,38,08-03-2019 00:00,15-04-2019 00:00,6
Busan,Shanghai,2,1,33,481.9350185,3,21-04-2019 00:00,24-04-2019 00:00,6
Shanghai,Shenzhen,3,1,33,872.8668682,8,30-04-2019 00:00,08-05-2019 00:00,6
Shenzhen,Guangzhou,1,1,33,46.8502718,4,14-05-2019 00:00,18-05-2019 00:00,6
Savannah,Wilmington,3,2,33,628.8036587,8,26-10-2017 00:00,03-11-2017 00:00,6
Wilmington,Busan,36,2,33,10098.33221,40,09-11-2017 00:00,19-12-2017 00:00,6
Busan,Shanghai,2,2,33,481.9350185,3,25-12-2017 00:00,28-12-2017 00:00,6
Shanghai,Ningbo,1,2,33,134.246,3,03-01-2018 00:00,06-01-2018 00:00,6
Ningbo,Shenzhen,2,2,33,746.6292581,7,12-01-2018 00:00,19-01-2018 00:00,6
Shenzhen,Guangzhou,1,2,33,46.8502718,2,25-01-2018 00:00,27-01-2018 00:00,6
Los Angeles,Busan,20,1,34,5254.901206,24,23-02-2019 00:00,19-03-2019 00:00,3
Busan,Shanghai,2,1,34,481.9350185,7,22-03-2019 00:00,29-03-2019 00:00,6
Shanghai,Shenzhen,3,1,34,872.8668682,4,04-04-2019 00:00,08-04-2019 00:00,6
Shenzhen,Guangzhou,1,1,34,46.8502718,4,14-04-2019 00:00,18-04-2019 00:00,6
Los Angeles,Busan,20,2,34,5254.901206,23,04-05-2018 00:00,27-05-2018 00:00,3
Busan,Shanghai,2,2,34,481.9350185,7,30-05-2018 00:00,06-06-2018 00:00,6
Shanghai,Ningbo,1,2,34,134.246,4,12-06-2018 00:00,16-06-2018 00:00,6
Ningbo,Shenzhen,2,2,34,746.6292581,7,22-06-2018 00:00,29-06-2018 00:00,6
Shenzhen,Guangzhou,1,2,34,46.8502718,2,05-07-2018 00:00,07-07-2018 00:00,6
Long Beach,Busan,20,1,35,5254.9634,23,03-08-2015 00:00,26-08-2015 00:00,2
Busan,Shanghai,2,1,35,481.9350185,3,28-08-2015 00:00,31-08-2015 00:00,6
Shanghai,Shenzhen,3,1,35,872.8668682,4,06-09-2015 00:00,10-09-2015 00:00,6
Shenzhen,Guangzhou,1,1,35,46.8502718,3,16-09-2015 00:00,19-09-2015 00:00,6
Long Beach,Busan,20,2,35,5254.9634,25,29-01-2019 00:00,23-02-2019 00:00,2
Busan,Shanghai,2,2,35,481.9350185,7,25-02-2019 00:00,04-03-2019 00:00,6
Shanghai,Ningbo,1,2,35,134.246,6,10-03-2019 00:00,16-03-2019 00:00,6
Ningbo,Shenzhen,2,2,35,746.6292581,7,22-03-2019 00:00,29-03-2019 00:00,6
Shenzhen,Guangzhou,1,2,35,46.8502718,5,04-04-2019 00:00,09-04-2019 00:00,6
Seattle,Yokohama,15,1,36,4247.728669,20,16-11-2016 00:00,06-12-2016 00:00,5
Yokohama,Busan,2,1,36,644.2606097,5,11-12-2016 00:00,16-12-2016 00:00,6
Busan,Ningbo,8,1,36,506.2098107,11,22-12-2016 00:00,02-01-2017 00:00,6
Ningbo,Shanghai,5,1,36,134.246,9,08-01-2017 00:00,17-01-2017 00:00,6
Seattle,Yokohama,15,2,36,4247.728669,17,30-06-2019 00:00,17-07-2019 00:00,5
Yokohama,Busan,2,2,36,644.2606097,6,22-07-2019 00:00,28-07-2019 00:00,6
Busan,Wenzhou,2,2,36,624.1703,3,03-08-2019 00:00,06-08-2019 00:00,6
Wenzhou,Ningbo,1,2,36,234.4704,5,12-08-2019 00:00,17-08-2019 00:00,6
Ningbo,Shanghai,5,2,36,134.246,9,23-08-2019 00:00,01-09-2019 00:00,6
New York,Savannah,5,1,37,688.4059453,9,07-05-2015 00:00,16-05-2015 00:00,4
Savannah,Wilmington,3,1,37,628.8036587,6,20-05-2015 00:00,26-05-2015 00:00,6
Wilmington,Busan,36,1,37,10098.33221,38,01-06-2015 00:00,09-07-2015 00:00,6
Busan,Ningbo,8,1,37,506.2098107,9,15-07-2015 00:00,24-07-2015 00:00,6
Ningbo,Shanghai,5,1,37,134.246,10,30-07-2015 00:00,09-08-2015 00:00,6
New York,Savannah,5,2,37,688.4059453,7,24-07-2017 00:00,31-07-2017 00:00,4
Savannah,Wilmington,3,2,37,628.8036587,5,04-08-2017 00:00,09-08-2017 00:00,6
Wilmington,Busan,36,2,37,10098.33221,39,15-08-2017 00:00,23-09-2017 00:00,6
Busan,Wenzhou,2,2,37,624.1703,5,29-09-2017 00:00,04-10-2017 00:00,6
Wenzhou,Ningbo,1,2,37,234.4704,5,10-10-2017 00:00,15-10-2017 00:00,6
Ningbo,Shanghai,5,2,37,134.246,10,21-10-2017 00:00,31-10-2017 00:00,6
Savannah,Wilmington,3,1,38,628.8036587,4,25-05-2017 00:00,29-05-2017 00:00,6
Wilmington,Busan,36,1,38,10098.33221,39,04-06-2017 00:00,13-07-2017 00:00,6
Busan,Ningbo,8,1,38,506.2098107,11,19-07-2017 00:00,30-07-2017 00:00,6
Ningbo,Shanghai,5,1,38,134.246,6,05-08-2017 00:00,11-08-2017 00:00,6
Savannah,Wilmington,3,2,38,628.8036587,8,24-03-2017 00:00,01-04-2017 00:00,6
Wilmington,Busan,36,2,38,10098.33221,41,07-04-2017 00:00,18-05-2017 00:00,6
Busan,Wenzhou,2,2,38,624.1703,6,24-05-2017 00:00,30-05-2017 00:00,6
Wenzhou,Ningbo,1,2,38,234.4704,3,05-06-2017 00:00,08-06-2017 00:00,6
Ningbo,Shanghai,5,2,38,134.246,10,14-06-2017 00:00,24-06-2017 00:00,6
Los Angeles,Busan,20,1,39,5254.901206,24,19-06-2018 00:00,13-07-2018 00:00,3
Busan,Ningbo,8,1,39,506.2098107,11,16-07-2018 00:00,27-07-2018 00:00,6
Ningbo,Shanghai,5,1,39,134.246,6,02-08-2018 00:00,08-08-2018 00:00,6
Los Angeles,Busan,20,2,39,5254.901206,22,04-09-2017 00:00,26-09-2017 00:00,3
Busan,Wenzhou,2,2,39,624.1703,4,29-09-2017 00:00,03-10-2017 00:00,6
Wenzhou,Ningbo,1,2,39,234.4704,4,09-10-2017 00:00,13-10-2017 00:00,6
Ningbo,Shanghai,5,2,39,134.246,9,19-10-2017 00:00,28-10-2017 00:00,6
Long Beach,Busan,20,1,40,5254.9634,21,22-02-2016 00:00,14-03-2016 00:00,2
Busan,Ningbo,8,1,40,506.2098107,12,16-03-2016 00:00,28-03-2016 00:00,6
Ningbo,Shanghai,5,1,40,134.246,9,03-04-2016 00:00,12-04-2016 00:00,6
Long Beach,Busan,20,2,40,5254.9634,24,17-05-2017 00:00,10-06-2017 00:00,2
Busan,Wenzhou,2,2,40,624.1703,4,12-06-2017 00:00,16-06-2017 00:00,6
Wenzhou,Ningbo,1,2,40,234.4704,2,22-06-2017 00:00,24-06-2017 00:00,6
Ningbo,Shanghai,5,2,40,134.246,7,30-06-2017 00:00,07-07-2017 00:00,6
Seattle,Yokohama,15,1,41,4247.728669,16,30-09-2015 00:00,16-10-2015 00:00,5
Yokohama,Busan,2,1,41,644.2606097,6,21-10-2015 00:00,27-10-2015 00:00,6
Busan,Ningbo,8,1,41,506.2098107,9,02-11-2015 00:00,11-11-2015 00:00,6
Seattle,Yokohama,15,2,41,4247.728669,19,11-04-2016 00:00,30-04-2016 00:00,5
